Location,Indicator,Indicator units,Age,Year,Mean estimate,Sex,Scenario type
El Salvador,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2014,49,All sexes,Reference
El Salvador,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2015,48,All sexes,Reference
El Salvador,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2016,47,All sexes,Reference
El Salvador,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2017,46,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1990,59.5939079361098,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1991,56.3342493990755,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1992,53.2237727883443,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1993,50.2269882109031,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1994,47.3289919230447,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1995,44.5098454063095,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1996,41.810705467681,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1997,39.2558318545844,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1998,36.8912362301093,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,1999,34.7272951772651,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2000,32.7564143685019,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2001,30.9650419191015,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2002,29.2757580694021,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2003,27.7025658106027,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2004,26.2244213894792,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2005,24.8249172535709,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2006,23.5376214551405,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2007,22.3267725892605,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2008,21.2029536621472,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2009,20.1681563598913,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2010,19.1689875471095,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2011,18.251633420363,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2012,17.4096664147694,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2013,16.6588591942732,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2014,15.9355943135455,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2015,15.3001663448298,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2016,14.7389883535371,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2017,14.2297281536758,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2018,13.7232472565086,All sexes,Reference
El Salvador,"Mortality rate, under-5","per 1,000 live births",0-5 years,2019,13.285973421219,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1990,80,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1991,61,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1992,60,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1993,79,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1994,90,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1995,99,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1996,96,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1997,97,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1998,99,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,1999,94,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2000,99,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2001,92,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2002,81,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2003,94,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2004,90,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2005,89,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2006,96,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2007,99,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2008,98,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2009,91,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2010,89,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2011,89,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2012,92,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2013,92,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2014,94,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2015,91,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2016,93,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2017,85,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2018,81,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2019,81,All sexes,Reference
El Salvador,"Immunization, DPT",% of children,12-23 months,2020,72,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1990,22.4201726344341,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1991,21.7386167331826,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1992,20.9560577858953,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1993,20.1354056740067,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1994,19.2965412176887,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1995,18.4412905621158,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1996,17.6323672382639,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1997,16.8318131934189,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1998,16.0861081775406,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,1999,15.3941891321765,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2000,14.7735289417591,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2001,14.2129545906243,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2002,13.6804765495685,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2003,12.9911576962273,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2004,12.329897054721,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2005,11.7273460502693,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2006,11.1641120112166,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2007,10.6796934380971,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2008,10.2348740593106,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2009,9.79667086345948,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2010,9.38713728891026,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2011,8.97795570377765,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2012,8.59867843695812,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2013,8.23759129230625,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2014,7.9005773418709,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2015,7.59641141772033,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2016,7.3005925244658,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2017,7.03544363325653,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2018,6.7912420706315,All sexes,Reference
El Salvador,"Mortality rate, neonatal","per 1,000 live births",0-28 days,2019,6.56134465379029,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,1999,1,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2000,99,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2001,75,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2002,81,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2003,94,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2004,90,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2005,89,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2006,96,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2007,99,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2008,98,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2009,91,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2010,89,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2011,89,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2012,92,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2013,92,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2014,93,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2015,91,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2016,93,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2017,85,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2018,81,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2019,81,All sexes,Reference
El Salvador,"Immunization, HepB3",% of one-year-old children,12-23 months,2020,72,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2000,83.410492,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2001,83.497101,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2002,83.583397,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2003,83.584389,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2004,83.571991,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2005,83.546021,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2006,83.50737,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2007,83.464058,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2008,83.457214,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2009,83.437469,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2010,83.405807,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2011,83.36306,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2012,83.309593,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2013,83.245728,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2014,83.172401,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2015,83.090073,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2016,82.997261,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2017,82.894127,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2018,82.781258,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2019,82.659233,All sexes,Reference
El Salvador,People using at least basic sanitation services,% of population,all,2020,82.449753,All sexes,Reference
El Salvador,"Contraceptive prevalence, modern methods",% of women,15-49,2003,81.2,All sexes,Reference
El Salvador,"Contraceptive prevalence, modern methods",% of women,15-49,2008,72.8,All sexes,Reference
El Salvador,"Contraceptive prevalence, modern methods",% of women,15-49,2014,80,All sexes,Reference
Equatorial Guinea,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2000,454,All sexes,Reference
Equatorial Guinea,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2001,421,All sexes,Reference
Equatorial Guinea,"Maternal mortality ratio, modeled estimate","per 100,000 live births",15-49,2002,392,All sexes,Reference
